3.826800000000000068e+02,4.629900000000000091e+02,1.000000000000000000e+00
3.820099999999999909e+02,4.619100000000000250e+02,1.000000000000000000e+00
3.813500000000000227e+02,4.608399999999999750e+02,1.000000000000000000e+00
3.806899999999999977e+02,4.597599999999999909e+02,1.000000000000000000e+00
3.800199999999999818e+02,4.586800000000000068e+02,1.000000000000000000e+00
3.793600000000000136e+02,4.576000000000000227e+02,1.000000000000000000e+00
3.786999999999999886e+02,4.565299999999999727e+02,1.000000000000000000e+00
3.780400000000000205e+02,4.554499999999999886e+02,1.000000000000000000e+00
3.773700000000000045e+02,4.543700000000000045e+02,1.000000000000000000e+00
3.767099999999999795e+02,4.532900000000000205e+02,1.000000000000000000e+00
3.760500000000000114e+02,4.522200000000000273e+02,1.000000000000000000e+00
3.753799999999999955e+02,4.511399999999999864e+02,1.000000000000000000e+00
3.747200000000000273e+02,4.500600000000000023e+02,1.000000000000000000e+00
3.740600000000000023e+02,4.489800000000000182e+02,1.000000000000000000e+00
3.733899999999999864e+02,4.479100000000000250e+02,1.000000000000000000e+00
3.727300000000000182e+02,4.468299999999999841e+02,1.000000000000000000e+00
3.720699999999999932e+02,4.457500000000000000e+02,1.000000000000000000e+00
3.713999999999999773e+02,4.446700000000000159e+02,1.000000000000000000e+00
3.707400000000000091e+02,4.436000000000000227e+02,1.000000000000000000e+00
3.700799999999999841e+02,4.425199999999999818e+02,1.000000000000000000e+00
3.700799999999999841e+02,4.425199999999999818e+02,0.000000000000000000e+00
3.697500000000000000e+02,4.414399999999999977e+02,0.000000000000000000e+00
3.694200000000000159e+02,4.403600000000000136e+02,0.000000000000000000e+00
3.690799999999999841e+02,4.392900000000000205e+02,0.000000000000000000e+00
3.687500000000000000e+02,4.382099999999999795e+02,0.000000000000000000e+00
3.684200000000000159e+02,4.371299999999999955e+02,0.000000000000000000e+00
3.680899999999999750e+02,4.360500000000000114e+02,0.000000000000000000e+00
3.677599999999999909e+02,4.349800000000000182e+02,0.000000000000000000e+00
3.674300000000000068e+02,4.338999999999999773e+02,0.000000000000000000e+00
3.670899999999999750e+02,4.328199999999999932e+02,0.000000000000000000e+00
3.667599999999999909e+02,4.317400000000000091e+02,0.000000000000000000e+00
3.664300000000000068e+02,4.306700000000000159e+02,0.000000000000000000e+00
3.661000000000000227e+02,4.295899999999999750e+02,0.000000000000000000e+00
3.657699999999999818e+02,4.285099999999999909e+02,0.000000000000000000e+00
3.654399999999999977e+02,4.274300000000000068e+02,0.000000000000000000e+00
3.651100000000000136e+02,4.263600000000000136e+02,0.000000000000000000e+00
3.647699999999999818e+02,4.252799999999999727e+02,0.000000000000000000e+00
3.644399999999999977e+02,4.241999999999999886e+02,0.000000000000000000e+00
3.641100000000000136e+02,4.231200000000000045e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.220500000000000114e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.220500000000000114e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.210099999999999909e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.199700000000000273e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.189300000000000068e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.178899999999999864e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.168500000000000227e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.158100000000000023e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.147699999999999818e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.137300000000000182e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.126899999999999977e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.116499999999999773e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.106100000000000136e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.095699999999999932e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.085400000000000205e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.075000000000000000e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.064599999999999795e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.054200000000000159e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.043799999999999955e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.033399999999999750e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.023000000000000114e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.012599999999999909e+02,0.000000000000000000e+00
3.637799999999999727e+02,4.002200000000000273e+02,0.000000000000000000e+00
